term,pinyin,cleaned_pinyin,updated_pinyin
珍惜,zhēnxī,zhēnxī,zhēn xī
传真,chuánzhēn,chuánzhēn,chuán zhēn
赤字,chìzì,chìzì,chì zì
预定,yùdìng,yùdìng,yù dìng
观光,guānguāng,guānguāng,guān guāng
成品,chéngpǐn,chéngpǐn,chéng pǐn
念头,niàntou,niàntou,niàn tou
个数,gèshù,gèshù,gè shù
总共,zǒnggòng,zǒnggòng,zǒng gòng
起源,qǐyuán,qǐyuán,qǐ yuán
糊涂,hútu,hútu,hú tu
治家,zhìjiā,zhìjiā,zhì jiā
要好,yàohǎo,yàohǎo,yào hǎo
族权,zúquán,zúquán,zú quán
供水,gōngshuǐ,gōngshuǐ,gōng shuǐ
经纪,jīngjì,jīngjì,jīng jì
以免,yǐmiǎn,yǐmiǎn,yǐ miǎn
录取,lùqǔ,lùqǔ,lù qǔ
轻重,qīngzhòng,qīngzhòng,qīng zhòng
学理,xuélǐ,xuélǐ,xué lǐ
多多,duōduō,duōduō,duō duō
歌声,gēshēng,gēshēng,gē shēng
责令,zélìng,zélìng,zé lìng
餐厅,cāntīng,cāntīng,cān tīng
演唱,yǎnchàng,yǎnchàng,yǎn chàng
供求,gōngqiú,gōngqiú,gōng qiú
召集,zhàojí,zhàojí,zhào jí
手下,shǒuxià,shǒuxià,shǒu xià
重伤,zhòngshāng,zhòngshāng,zhòng shāng
不胜,bùshèng,bùshèng,bù shèng
无穷,wúqióng,wúqióng,wú qióng
大风,dàfēng,dàfēng,dà fēng
生命力,shēngmìnglì,shēngmìnglì,shēng mìng lì
竞技,jìngjì,jìngjì,jìng jì
衷心,zhōngxīn,zhōngxīn,zhōng xīn
恋爱,liàn'ài,liàn ài,liàn ài
撤销,chèxiāo,chèxiāo,chè xiāo
本文,běnwén,běnwén,běn wén
缺点,quēdiǎn,quēdiǎn,quē diǎn
菜系,càixì,càixì,cài xì
民办,mínbàn,mínbàn,mín bàn
宴会,yànhuì,yànhuì,yàn huì
事务所,shìwùsuǒ,shìwùsuǒ,shì wù suǒ
挂牌,guàpái,guàpái,guà pái
养成,yǎngchéng,yǎngchéng,yǎng chéng
小事,xiǎoshì,xiǎoshì,xiǎo shì
要人,yàorén,yàorén,yào rén
物流,wùliú,wùliú,wù liú
有期,yǒuqī,yǒuqī,yǒu qī
因之,yīnzhī,yīnzhī,yīn zhī
跨国公司,kuàguó gōngsī,kuàguó gōngsī,kuà guó gōng sī
派出所,pàichūsuǒ,pàichūsuǒ,pài chū suǒ
有为,yǒuwéi,yǒuwéi,yǒu wéi
输入,shūrù,shūrù,shū rù
要地,yàodì,yàodì,yào dì
台商,táishāng,táishāng,tái shāng
社会效益,shèhuì xiàoyì,shèhuì xiàoyì,shè huì xiào yì
坚定不移,jiāndìng-bùyí,jiāndìng bùyí,jiān dìng bù yí
并进,bìngjìn,bìngjìn,bìng jìn
暂停,zàntíng,zàntíng,zàn tíng
相连,xiānglián,xiānglián,xiāng lián
学人,xuérén,xuérén,xué rén
征服,zhēngfú,zhēngfú,zhēng fú
演奏,yǎnzòu,yǎnzòu,yǎn zòu
邪教,xiéjiào,xiéjiào,xié jiào
货运,huòyùn,huòyùn,huò yùn
强行,qiángxíng,qiángxíng,qiáng xíng
阵容,zhènróng,zhènróng,zhèn róng
金融危机,jīnróng wēijī,jīnróng wēijī,jīn róng wēi jī
将近,jiāngjìn,jiāngjìn,jiāng jìn
偷偷,tōutōu,tōutōu,tōu tōu
上场,shàngchǎng,shàngchǎng,shàng chǎng
衰退,shuāituì,shuāituì,shuāi tuì
绝望,juéwàng,juéwàng,jué wàng
会期,huìqī,huìqī,huì qī
雄厚,xiónghòu,xiónghòu,xióng hòu
果断,guǒduàn,guǒduàn,guǒ duàn
举动,jǔdòng,jǔdòng,jǔ dòng
无产阶级,wúchǎn jiējí,wúchǎn jiējí,wú chǎn jiē jí
产销,chǎnxiāo,chǎnxiāo,chǎn xiāo
化石,huàshí,huàshí,huà shí
地主,dìzhǔ,dìzhǔ,dì zhǔ
自有,zìyǒu,zìyǒu,zì yǒu
包袱,bāofu,bāofu,bāo fu
人头,réntóu,réntóu,rén tóu
原定,yuándìng,yuándìng,yuán dìng
消费品,xiāofèipǐn,xiāofèipǐn,xiāo fèi pǐn
王朝,wángcháo,wángcháo,wáng cháo
经销,jīngxiāo,jīngxiāo,jīng xiāo
朝阳,cháoyáng,cháoyáng,cháo yáng
朝阳,zhāoyáng,zhāoyáng,zhāo yáng
通话,tōnghuà,tōnghuà,tōng huà
受贿,shòuhuì,shòuhuì,shòu huì
展览会,zhǎnlǎnhuì,zhǎnlǎnhuì,zhǎn lǎn huì
电视剧,diànshìjù,diànshìjù,diàn shì jù
从实,cóngshí,cóngshí,cóng shí
国力,guólì,guólì,guó lì
银牌,yínpái,yínpái,yín pái
军用,jūnyòng,jūnyòng,jūn yòng
图案,tú'àn,tú àn,tú àn
大脑,dànǎo,dànǎo,dà nǎo
内人,nèirén,nèirén,nèi rén
行规,hángguī,hángguī,háng guī
防汛,fángxùn,fángxùn,fáng xùn
讨厌,tǎoyàn,tǎoyàn,tǎo yàn
玫瑰,méigui,méigui,méi gui
污水,wūshuǐ,wūshuǐ,wū shuǐ
诞辰,dànchén,dànchén,dàn chén
交叉,jiāochā,jiāochā,jiāo chā
多云,duōyún,duōyún,duō yún
鬼子,guǐzi,guǐzi,guǐ zi
上月,shàngyuè,shàngyuè,shàng yuè
永恒,yǒnghéng,yǒnghéng,yǒng héng
船只,chuánzhī,chuánzhī,chuán zhī
客场,kèchǎng,kèchǎng,kè chǎng
癌症,áizhèng,áizhèng,ái zhèng
隐患,yǐnhuàn,yǐnhuàn,yǐn huàn
水稻,shuǐdào,shuǐdào,shuǐ dào
诱惑,yòuhuò,yòuhuò,yòu huò
草地,cǎodì,cǎodì,cǎo dì
何以,héyǐ,héyǐ,hé yǐ
犯罪嫌疑人,fànzuì xiányírén,fànzuì xiányírén,fàn zuì xián yí rén
提取,tíqǔ,tíqǔ,tí qǔ
其间,qíjiān,qíjiān,qí jiān
本土,běntǔ,běntǔ,běn tǔ
度假,dùjià,dùjià,dù jià
高手,gāoshǒu,gāoshǒu,gāo shǒu
在行,zàiháng,zàiháng,zài háng
约合,yuēhé,yuēhé,yuē hé
华东,huádōng,huádōng,huá dōng
齐全,qíquán,qíquán,qí quán
前人,qiánrén,qiánrén,qián rén
青睐,qīnglài,qīnglài,qīng lài
一旁,yīpáng,yīpáng,yī páng
奋战,fènzhàn,fènzhàn,fèn zhàn
主角,zhǔjué,zhǔjué,zhǔ jué
美学,měixué,měixué,měi xué
欢呼,huānhū,huānhū,huān hū
心上,xīnshàng,xīnshàng,xīn shàng
跟前,gēnqian,gēnqian,gēn qian
跟前,gēnqián,gēnqián,gēn qián
签名,qiānmíng,qiānmíng,qiān míng
规矩,guīju,guīju,guī ju
意图,yìtú,yìtú,yì tú
世上,shìshàng,shìshàng,shì shàng
专访,zhuānfǎng,zhuānfǎng,zhuān fǎng
高举,gāojǔ,gāojǔ,gāo jǔ
睦邻,mùlín,mùlín,mù lín
四面,sìmiàn,sìmiàn,sì miàn
生就,shēngjiù,shēngjiù,shēng jiù
走访,zǒufǎng,zǒufǎng,zǒu fǎng
个子,gèzi,gèzi,gè zi
前沿,qiányán,qiányán,qián yán
精美,jīngměi,jīngměi,jīng měi
爷爷,yéye,yéye,yé ye
农药,nóngyào,nóngyào,nóng yào
国营,guóyíng,guóyíng,guó yíng
轰动,hōngdòng,hōngdòng,hōng dòng
大案,dà'àn,dà àn,dà àn
痕迹,hénjì,hénjì,hén jì
全体会议,quántǐ huìyì,quántǐ huìyì,quán tǐ huì yì
狠抓,hěnzhuā,hěnzhuā,hěn zhuā
现年,xiànnián,xiànnián,xiàn nián
毁灭,huǐmiè,huǐmiè,huǐ miè
剧本,jùběn,jùběn,jù běn
撤军,chèjūn,chèjūn,chè jūn
饲养,sìyǎng,sìyǎng,sì yǎng
铜牌,tóngpái,tóngpái,tóng pái
商贸,shāngmào,shāngmào,shāng mào
谋求,móuqiú,móuqiú,móu qiú
本领,běnlǐng,běnlǐng,běn lǐng
器材,qìcái,qìcái,qì cái
长久,chángjiǔ,chángjiǔ,cháng jiǔ
纤维,xiānwéi,xiānwéi,xiān wéi
里程,lǐchéng,lǐchéng,lǐ chéng
缓和,huǎnhé,huǎnhé,huǎn hé
改组,gǎizǔ,gǎizǔ,gǎi zǔ
上交,shàngjiāo,shàngjiāo,shàng jiāo
契机,qìjī,qìjī,qì jī
时光,shíguāng,shíguāng,shí guāng
烦恼,fánnǎo,fánnǎo,fán nǎo
受损,shòusǔn,shòusǔn,shòu sǔn
立体,lìtǐ,lìtǐ,lì tǐ
筹资,chóuzī,chóuzī,chóu zī
中人,zhōngrén,zhōngrén,zhōng rén
勇于,yǒngyú,yǒngyú,yǒng yú
陆地,lùdì,lùdì,lù dì
出场,chūchǎng,chūchǎng,chū chǎng
免疫,miǎnyì,miǎnyì,miǎn yì
签约,qiānyuē,qiānyuē,qiān yuē
欧佩克,ōupèikè,ōupèikè,ōu pèi kè
手工,shǒugōng,shǒugōng,shǒu gōng
中央银行,zhōngyāng yínháng,zhōngyāng yínháng,zhōng yāng yín háng
时事,shíshì,shíshì,shí shì
新任,xīnrèn,xīnrèn,xīn rèn
政治家,zhèngzhìjiā,zhèngzhìjiā,zhèng zhì jiā
再现,zàixiàn,zàixiàn,zài xiàn
宇航,yǔháng,yǔháng,yǔ háng
空袭,kōngxí,kōngxí,kōng xí
屠杀,túshā,túshā,tú shā
化妆,huàzhuāng,huàzhuāng,huà zhuāng
备战,bèizhàn,bèizhàn,bèi zhàn
散发,sànfā,sànfā,sàn fā
常年,chángnián,chángnián,cháng nián
回避,huíbì,huíbì,huí bì
虚假,xūjiǎ,xūjiǎ,xū jiǎ
