term,pinyin
同窗,tóngchuāng
奕奕,yìyì
劳保,láobǎo
肺病,fèibìng
航向,hángxiàng
东山再起,dōngshān-zàiqǐ
事与愿违,shìyǔyuànwéi
贪赃枉法,tānzāng-wǎngfǎ
一家子,yījiāzi
农奴制,nóngnúzhì
泄密,xièmì
神化,shénhuà
瞎说,xiāshuō
不吝,bùlìn
买好,mǎihǎo
复归,fùguī
叹服,tànfú
党刊,dǎngkān
连珠,liánzhū
核糖,hétáng
顺心,shùnxīn
拓荒,tuòhuāng
物欲,wùyù
赎金,shújīn
有章可循,yǒuzhāng-kěxún
趣事,qùshì
求见,qiújiàn
上光,shàngguāng
舅妈,jiùmā
纪年,jìnián
论题,lùntí
双杠,shuānggàng
仰卧,yǎngwò
碰硬,pèngyìng
听信,tīngxìn
戏迷,xìmí
咱家,zánjiā
周济,zhōujì
神威,shénwēi
濒于,bīnyú
拷打,kǎodǎ
蝎子,xiēzi
石墨,shímò
录入,lùrù
位次,wèicì
涂改,túgǎi
落榜,luòbǎng
义务劳动,yìwù láodòng
志同道合,zhìtóng-dàohé
说三道四,shuōsān-dàosì
一干二净,yīgān-èrjìng
课桌,kèzhuō
受援,shòuyuán
联播,liánbō
豆子,dòuzi
房主,fángzhǔ
请安,qǐng'ān
兼营,jiānyíng
地表水,dìbiǎoshuǐ
粗制滥造,cūzhì-lànzào
无产阶级专政,wúchǎn jiējí zhuānzhèng
止跌,zhǐdiē
炼铁,liàntiě
言情,yánqíng
淋浴,línyù
会标,huìbiāo
齐头并进,qítóu-bìngjìn
留待,liúdài
参事,cānshì
街心,jiēxīn
诡异,guǐyì
电炉,diànlú
妄为,wàngwéi
苦功,kǔgōng
光子,guāngzǐ
伏案,fú'àn
环流,huánliú
粤剧,yuèjù
运动鞋,yùndòngxié
何妨,héfáng
太阳穴,tàiyángxué
杀伤力,shāshānglì
天竺,tiānzhú
芸芸,yúnyún
遗孀,yíshuāng
出其不意,chūqíbùyì
国民待遇,guómín dàiyù
手足无措,shǒuzú-wúcuò
书页,shūyè
气量,qìliàng
悬空,xuánkōng
鲜菜,xiāncài
费事,fèishì
下限,xiàxiàn
定然,dìngrán
自诩,zìxǔ
草鞋,cǎoxié
黑头,hēitóu
记叙,jìxù
活命,huómìng
探矿,tànkuàng
思乡,sīxiāng
家谱,jiāpǔ
合股,hégǔ
豪气,háoqì
音韵,yīnyùn
入梦,rùmèng
鳌头,áotóu
帖子,tiězi
海豹,hǎibào
略略,lüèlüè
穷追,qióngzhuī
青翠,qīngcuì
户主,hùzhǔ
时间差,shíjiānchā
虚荣心,xūróngxīn
发运,fāyùn
一小撮,yīxiǎocuō
空降兵,kōngjiàngbīng
同盟国,tóngméngguó
侦察员,zhēncháyuán
节点,jiédiǎn
迫和,pòhé
井井有条,jǐngjǐng-yǒutiáo
夺眶而出,duókuàng'érchū
得意洋洋,déyì-yángyáng
基础科学,jīchǔ kēxué
共通,gòngtōng
狂暴,kuángbào
愤懑,fènmèn
唱和,chànghè
血脂,xuèzhī
缎子,duànzi
怯懦,qiènuò
专一,zhuānyī
揣测,chuǎicè
浸润,jìnrùn
银发,yínfà
线形,xiànxíng
烧制,shāozhì
高知,gāozhī
透析,tòuxī
朝霞,zhāoxiá
示众,shìzhòng
当红,dānghóng
军马,jūnmǎ
浴场,yùchǎng
麦克风,màikèfēng
窝棚,wōpeng
地心,dìxīn
沉降,chénjiàng
灭顶,mièdǐng
径自,jìngzì
补发,bǔfā
余热,yúrè
便条,biàntiáo
一步到位,yībù-dàowèi
独领风骚,dúlǐngfēngsāo
一鼓作气,yīgǔ-zuòqì
国有民营,guóyǒu-mínyíng
高高在上,gāogāo-zàishàng
遍地开花,biàndì-kāihuā
操持,cāochí
二门,èrmén
公婆,gōngpó
辨证,biànzhèng
民约,mínyuē
住口,zhùkǒu
木船,mùchuán
种植园,zhòngzhíyuán
继承权,jìchéngquán
猪圈,zhūjuàn
医方,yīfāng
辞海,cíhǎi
牌位,páiwèi
弧形,húxíng
异域,yìyù
降职,jiàngzhí
指名,zhǐmíng
污蔑,wūmiè
首推,shǒutuī
敌伪,díwěi
列岛,lièdǎo
严阵以待,yánzhènyǐdài
春日,chūnrì
词性,cíxìng
翻动,fāndòng
马灯,mǎdēng
反作用,fǎnzuòyòng
未婚夫,wèihūnfū
昏睡,hūnshuì
索然,suǒrán
犯愁,fànchóu
剔透,tītòu
芭蕉,bājiāo
团日,tuánrì
凄厉,qīlì
歌舞剧,gēwǔjù
不像话,bùxiànghuà
怪诞,guàidàn
复交,fùjiāo
弥留,míliú
刑律,xínglǜ
跃然,yuèrán
鄙夷,bǐyí
暗器,ànqì
小洋,xiǎoyáng
地力,dìlì
妙语,miàoyǔ
血吸虫,xuèxīchóng
养路费,yǎnglùfèi
武工队,wǔgōngduì
惨不忍睹,cǎnbùrěndǔ
脑力劳动,nǎolì láodòng
手舞足蹈,shǒuwǔ-zúdǎo
搭台,dātái
自经,zìjīng
舞狮,wǔshī
销价,xiāojià
慈母,címǔ
传家,chuánjiā
明示,míngshì
头筹,tóuchóu
驶离,shǐlí
天机,tiānjī
香炉,xiānglú
宝珠,bǎozhū
礁石,jiāoshí
佛寺,fósì
设卡,shèqiǎ
短剑,duǎnjiàn
缺损,quēsǔn
心性,xīnxìng
大乘,dàchéng
久别,jiǔbié
北半球,běibànqiú
合议庭,héyìtíng
立定,lìdìng
删节,shānjié
靠岸,kào'àn
履历,lǚlì
油气田,yóuqìtián
识相,shíxiàng
参半,cānbàn
脑膜,nǎomó
豫剧,yùjù
绚烂,xuànlàn
暗花儿,ànhuār
引证,yǐnzhèng
路况,lùkuàng
车技,chējì
巧遇,qiǎoyù
授勋,shòuxūn
解禁,jiějìn
海狮,hǎishī
郑重其事,zhèngzhòng-qíshì
封山育林,fēngshān yùlín
主楼,zhǔlóu
书柜,shūguì
苦力,kǔlì
失却,shīquè
羊羔,yánggāo
侨领,qiáolǐng
肿胀,zhǒngzhàng
跌跌撞撞,diēdiē-zhuàngzhuàng
投机倒把,tóujī-dǎobǎ
夜行,yèxíng
污浊,wūzhuó
和谐社会,héxié shèhuì
窝头,wōtóu
混浊,hùnzhuó
撑腰,chēngyāo
佳境,jiājìng
午宴,wǔyàn
市石,shìdàn
返程,fǎnchéng
营养品,yíngyǎngpǐn
甲午战争,jiǎwǔ zhànzhēng
回回,huíhuí
一窝蜂,yīwōfēng
字符,zìfú
稀世,xīshì
镜框,jìngkuàng
皮棉,pímián
外敌,wàidí
歌喉,gēhóu
昙花,tánhuā
急用,jíyòng
葱头,cōngtóu
拥堵,yōngdǔ
就义,jiùyì
掌控,zhǎngkòng
牛市,niúshì
万顷,wànqǐng
退场,tuìchǎng
挑逗,tiǎodòu
承兑,chéngduì
停飞,tíngfēi
凹陷,āoxiàn
颈椎,jǐngzhuī
富庶,fùshù
疆域,jiāngyù
巨子,jùzǐ
企划,qǐhuà
吃醋,chīcù
初战,chūzhàn
黑手党,hēishǒudǎng
迪斯科,dísikē
暴徒,bàotú
大气候,dàqìhòu
换工,huàngōng
换文,huànwén
守成,shǒuchéng
备考,bèikǎo
决然,juérán
常温,chángwēn
合伙企业,héhuǒ qǐyè
有血有肉,yǒuxuè-yǒuròu
抚恤金,fǔxùjīn
煎饼,jiānbing
初选,chūxuǎn
城乡一体化,chéngxiāngyītǐhuà
罐车,guànchē
续约,xùyuē
话别,huàbié
假名,jiǎmíng
旧居,jiùjū
四至,sìzhì
馆员,guǎnyuán
静观,jìngguān
兵站,bīngzhàn
只许,zhǐxǔ
接引,jiēyǐn
执纪,zhíjì
哭诉,kūsù
性急,xìngjí
声浪,shēnglàng
审判员,shěnpànyuán
定心丸,dìngxīnwán
救世主,jiùshìzhǔ
做学问,zuòxuéwen
一氧化碳,yīyǎnghuàtàn
屈膝,qūxī
板材,bǎncái
续集,xùjí
尖利,jiānlì
成精,chéngjīng
草房,cǎofáng
城邦,chéngbāng
弱旅,ruòlǚ
台面,táimiàn
儒雅,rúyǎ
台式,táishì
默许,mòxǔ
自寻,zìxún
参保,cānbǎo
恳谈,kěntán
绝收,juéshōu
看穿,kànchuān
留用,liúyòng
选矿,xuǎnkuàng
冷遇,lěngyù
老泪,lǎolèi
便携式,biànxiéshì
有生以来,yǒushēngyǐlái
楼层,lóucéng
平正,píngzheng
保驾,bǎojià
秦俑,qínyǒng
没劲,méijìn
解法,jiěfǎ
恣意,zìyì
鸟兽,niǎoshòu
随访,suífǎng
刑讯,xíngxùn
攻守,gōngshǒu
吹奏,chuīzòu
宝刀,bǎodāo
刚性,gāngxìng
触电,chùdiàn
同谋,tóngmóu
科技扶贫,kējì fúpín
循环经济,xúnhuán jīngjì
独立董事,dúlì dǒnɡshì
操办,cāobàn
碑林,bēilín
全数,quánshù
蜻蜓,qīngtíng
头生,tóushēng
普照,pǔzhào
席地,xídì
动问,dòngwèn
帆板,fānbǎn
税案,shuì'àn
黄道,huángdào
如出一辙,rúchūyīzhé
始料不及,shǐliàobùjí
国家公园,guójiā gōngyuán
有鉴于此,yǒujiànyúcǐ
小而全,xiǎo'érquán
耿耿于怀,gěnggěngyúhuái
典型性,diǎnxíngxìng
任劳任怨,rènláo-rènyuàn
干系,gānxì
认领,rènlǐng
稀饭,xīfàn
照实,zhàoshí
耳聋,ěrlóng
庄家,zhuāngjiā
白脸,báiliǎn
悔改,huǐgǎi
赤潮,chìcháo
别称,biéchēng
七彩,qīcǎi
故国,gùguó
连台,liántái
犹疑,yóuyí
诵读,sòngdú
鼓噪,gǔzào
洋文,yángwén
屋角,wūjiǎo
道白,dàobái
为伍,wéiwǔ
下坡路,xiàpōlù
控制论,kòngzhìlùn
高低杠,gāo-dīgàng
印刷品,yìnshuāpǐn
减收,jiǎnshōu
款款,kuǎnkuǎn
华灯,huádēng
爱恋,àiliàn
作息,zuòxī
揪心,jiūxīn
翻脸,fānliǎn
腹腔,fùqiāng
杜撰,dùzhuàn
入耳,rù'ěr
自保,zìbǎo
无补,wúbǔ
应验,yìngyàn
相宜,xiāngyí
家常便饭,jiācháng-biànfàn
好景不长,hǎojǐng-bùcháng
迫不得已,pòbùdéyǐ
追索,zhuīsuǒ
只消,zhǐxiāo
药效,yàoxiào
运价,yùnjià
火并,huǒbìng
中州,zhōngzhōu
肃立,sùlì
土坯,tǔpī
深谷,shēngǔ
往还,wǎnghuán
狠毒,hěndú
幼苗,yòumiáo
盘查,pánchá
会章,huìzhāng
诗书,shīshū
拼死,pīnsǐ
比丘,bǐqiū
配电,pèidiàn
深谙,shēn'ān
互派,hùpài
带好儿,dàihǎor
抵扣,dǐkòu
盘点,pándiǎn
应试教育,yìngshì jiàoyù
常规武器,chángguīwǔqì
刻下,kèxià
环境意识,huánjìng yìshí
流速,liúsù
势均力敌,shìjūn-lìdí
卑贱,bēijiàn
着色,zhuósè
城关镇,chéngguānzhèn
边缘化,biānyuánhuà
政务院,zhèngwùyuàn
连衣裙,liányīqún
列车员,lièchēyuán
局域网,júyùwǎng
花生米,huāshēngmǐ
表演赛,biǎoyǎnsài
骤雨,zhòuyǔ
盖帽儿,gàimàor
一厢情愿,yīxiāng-qíngyuàn
痛心疾首,tòngxīn-jíshǒu
好恶,hàowù
有气无力,yǒuqì-wúlì
煞费苦心,shàfèi-kǔxīn
打击报复,dǎjī-bàofù
翻转,fānzhuǎn
记工,jìgōng
不速之客,bùsùzhīkè
自由体操,zìyóu tǐcāo
祸福,huòfú
招贴,zhāotiē
孩提,háití
赤身,chìshēn
神勇,shényǒng
高见,gāojiàn
针头,zhēntóu
鞭挞,biāntà
邮资,yóuzī
选材,xuǎncái
机载,jīzài
谦卑,qiānbēi
年资,niánzī
白骨,báigǔ
举一反三,jǔyī-fǎnsān
倾家荡产,qīngjiā-dàngchǎn
恤衫,xùshān
跳蚤,tiàozao
内裤,nèikù
后行,hòuxíng
居士,jūshì
吵嚷,chǎorǎng
长驱,chángqū
私欲,sīyù
牢狱,láoyù
成婚,chénghūn
义务兵,yìwùbīng
原址,yuánzhǐ
墓志,mùzhì
把柄,bǎbǐng
突厥,tūjué
惜败,xībài
幻灯,huàndēng
锁链,suǒliàn
推演,tuīyǎn
池子,chízi
木炭,mùtàn
童生,tóngshēng
查扣,chákòu
锤子,chuízi
代步,dàibù
赶车,gǎnchē
变样,biànyàng
愁苦,chóukǔ
染发,rǎnfà
金丹,jīndān
导读,dǎodú
研习,yánxí
假日经济,jiàrì jīngjì
错落有致,cuòluò-yǒuzhì
安居工程,ānjū gōngchéng
治乱,zhìluàn
谣传,yáochuán
皮夹,píjiā
改天,gǎitiān
面膜,miànmó
停当,tíngdang
奇事,qíshì
组件,zǔjiàn
间架,jiānjià
特别法,tèbiéfǎ
沿革,yángé
多嘴,duōzuǐ
捧场,pěngchǎng
念经,niànjīng
毕露,bìlù
虚词,xūcí
返销,fǎnxiāo
底盘,dǐpán
定势,dìngshì
海图,hǎitú
披挂,pīguà
不图,bùtú
谈开,tánkāi
布匹,bùpǐ
戎马,róngmǎ
白虎,báihǔ
隧洞,suìdòng
缝合,fénghé
长凳,chángdèng
致歉,zhìqiàn
聘书,pìnshū
灵光,língguāng
红茶,hóngchá
无意间,wúyìjiān
三角债,sānjiǎozhài
走狗,zǒugǒu
嘉年华,jiāniánhuá
不了了之,bùliǎo-liǎozhī
纵贯,zòngguàn
人民战争,rénmín zhànzhēng
不谋而合,bùmóu'érhé
死里逃生,sǐlǐ-táoshēng
征召,zhēngzhào
天壤,tiānrǎng
神智,shénzhì
河套,hétào
拦腰,lányāo
驯养,xùnyǎng
绿卡,lǜkǎ
用脑,yòngnǎo
婚丧,hūnsāng
古风,gǔfēng
共荣,gòngróng
竭诚,jiéchéng
文化消费,wénhuà xiāofèi
管乐,guǎnyuè
门厅,méntīng
叱咤风云,chìzhà-fēngyún
福佑,fúyòu
等值,děngzhí
公开化,gōngkāihuà
平衡木,pínghéngmù
推力,tuīlì
超重,chāozhòng
停职,tíngzhí
老手,lǎoshǒu
军品,jūnpǐn
照发,zhàofā
立等,lìděng
无时无刻,wúshí-wúkè
心烦意乱,xīnfán-yìluàn
苗圃,miáopǔ
亲缘,qīnyuán
鲍鱼,bàoyú
镢头,juétou
摊贩,tānfàn
外因,wàiyīn
闭会,bìhuì
消炎,xiāoyán
跑车,pǎochē
简述,jiǎnshù
别字,biézì
草料,cǎoliào
诗话,shīhuà
建都,jiàndū
表征,biǎozhēng
系列片,xìlièpiàn
怦然,pēngrán
寸金,cùnjīn
高调,gāodiào
紧邻,jǐnlín
军嫂,jūnsǎo
剖腹,pōufù
新历,xīnlì
山花,shānhuā
荣光,róngguāng
行为能力,xíngwéi nénglì
行省,xíngshěng
花花绿绿,huāhuā-lǜlǜ
身不由己,shēnbùyóujǐ
迫近,pòjìn
击伤,jīshāng
低微,dīwēi
格斗,gédòu
评传,píngzhuàn
扣缴,kòujiǎo
好端端,hǎoduānduān
文火,wénhuǒ
轻飘,qīngpiāo
群芳,qúnfāng
山岩,shānyán
撤并,chèbìng
短途,duǎntú
白芍,báisháo
索贿,suǒhuì
失约,shīyuē
蠢事,chǔnshì
制种,zhìzhǒng
拭目以待,shìmùyǐdài
恪尽职守,kèjìn-zhíshǒu
百年不遇,bǎinián-bùyù
划界,huàjiè
充溢,chōngyì
砂锅,shāguō
领航,lǐngháng
珍重,zhēnzhòng
大媒,dàméi
己方,jǐfāng
长此以往,chángcǐ-yǐwǎng
恶霸,èbà
甚而,shèn'ér
垫付,diànfù
慰安妇,wèi'ānfù
灯具,dēngjù
滋阴,zīyīn
雪原,xuěyuán
吃不消,chībuxiāo
伪科学,wěikēxué
核扩散,hékuòsàn
三月三,sānyuèsān
嘻嘻哈哈,xīxī-hāhā
温文尔雅,wēnwén-ěryǎ
狡黠,jiǎoxiá
陡坡,dǒupō
权贵,quánguì
掉转,diàozhuǎn
谦恭,qiāngōng
习作,xízuò
干杯,gānbēi
涟漪,liányī
火墙,huǒqiáng
工棚,gōngpéng
盖世,gàishì
梦游,mèngyóu
暗藏,àncáng
传令,chuánlìng
孤城,gūchéng
失重,shīzhòng
滚落,gǔnluò
中程,zhōngchéng
照抄,zhàochāo
下摆,xiàbǎi
死水,sǐshuǐ
松手,sōngshǒu
影评,yǐngpíng
讲和,jiǎnghé
丝绒,sīróng
合称,héchēng
牡蛎,mǔlì
布道,bùdào
责任状,zérènzhuàng
妙用,miàoyòng
假山,jiǎshān
中装,zhōngzhuāng
伸缩,shēnsuō
朱红,zhūhóng
高坡,gāopō
转脸,zhuǎnliǎn
空姐,kōngjiě
偷摸,tōumō
相向,xiāngxiàng
花灯,huādēng
外间,wàijiān
围歼,wéijiān
鱼苗,yúmiáo
宣示,xuānshì
听命,tīngmìng
巫术,wūshù
雪莲,xuělián
掉过儿,diàoguòr
糖业,tángyè
无神论,wúshénlùn
一触即发,yīchù-jífā
八国联军,bāguó liánjūn
铁人三项,tiěrén sānxiàng
天翻地覆,tiānfān-dìfù
植物保护,zhíwù bǎohù
会客室,huìkèshì
说不准,shuōbuzhǔn
拉倒,lādǎo
入春,rùchūn
互谅,hùliàng
白色恐怖,báisè kǒngbù
别样,biéyàng
艰苦朴素,jiānkǔ-pǔsù
柴胡,cháihú
高参,gāocān
三思,sānsī
郊县,jiāoxiàn
半日,bànrì
更年期,gēngniánqī
自由港,zìyóugǎng
黄芩,huángqín
合著,hézhù
消肿,xiāozhǒng
夏收,xiàshōu
停机坪,tíngjīpíng
碳水化合物,tàn-shuǐ huàhéwù
重构,chónggòu
烈属,lièshǔ
虎视,hǔshì
越界,yuèjiè
迅捷,xùnjié
农机具,nóngjījù
露骨,lùgǔ
过户,guòhù
木桩,mùzhuāng
哀叹,āitàn
领有,lǐngyǒu
板报,bǎnbào
失主,shīzhǔ
殷墟,yīnxū
逆向,nìxiàng
呼噜,hūlu
呼噜,hūlū
存续,cúnxù
撇下,piēxià
约法三章,yuēfǎ-sānzhāng
湖滨,húbīn
葱茏,cōnglóng
拼装,pīnzhuāng
数表,shùbiǎo
取悦,qǔyuè
扣人心弦,kòurénxīnxián
破口大骂,pòkǒu-dàmà
逻辑学,luójixué
统一体,tǒngyītǐ
肛门,gāngmén
语意,yǔyì
电扇,diànshàn
鲜奶,xiānnǎi
泥塑,nísù
铜板,tóngbǎn
越境,yuèjìng
敢情,gǎnqing
立传,lìzhuàn
宽宏,kuānhóng
末代,mòdài
语汇,yǔhuì
纸板,zhǐbǎn
定员,dìngyuán
恶棍,ègùn
黑帮,hēibāng
下注,xiàzhù
时势,shíshì
赴会,fùhuì
你死我活,nǐsǐ-wǒhuó
小资产阶级,xiǎo zīchǎn jiējí
白天鹅,báitiān'é
炊事员,chuīshìyuán
活化石,huóhuàshí
弥撒,mísa
仰头,yǎngtóu
知难而进,zhīnán'érjìn
各抒己见,gèshūjǐjiàn
连锁反应,liánsuǒ fǎnyìng
杀灭,shāmiè
额角,éjiǎo
水牛,shuǐniú
收录机,shōulùjī
奔涌,bēnyǒng
宣教,xuānjiào
自控,zìkòng
附上,fùshàng
尘封,chénfēng
时雨,shíyǔ
贺岁,hèsuì
门球,ménqiú
保金,bǎojīn
责骂,zémà
武打,wǔdǎ
毒枭,dúxiāo
空域,kōngyù
音量,yīnliàng
电表,diànbiǎo
长法,chángfǎ
一年到头,yīnián-dàotóu
上告,shànggào
自然经济,zìrán jīngjì
无所不在,wúsuǒbùzài
太古,tàigǔ
重武器,zhòngwǔqì
现代戏,xiàndàixì
元宵节,yuánxiāojié
茶文化,cháwénhuà
农转非,nóngzhuǎnfēi
违约金,wéiyuējīn
打瞌睡,dǎkēshuì
企及,qǐjí
纺纱,fǎngshā
权变,quánbiàn
啊呀,āyā
陈腐,chénfǔ
偷懒,tōulǎn
仰面,yǎngmiàn
调匀,tiáoyún
掌故,zhǎnggù
龙骨,lónggǔ
严令,yánlìng
赔本,péiběn
惩办,chéngbàn
伤愈,shāngyù
顿悟,dùnwù
叙说,xùshuō
脊髓灰质炎,jǐsuǐ huīzhìyán
禁闭,jìnbì
污辱,wūrǔ
排气,páiqì
木器,mùqì
粉饰,fěnshì
闲逛,xiánguàng
脑勺儿,nǎosháor
等式,děngshì
泌尿,mìniào
腿子,tuǐzi
礼遇,lǐyù
前院,qiányuàn
松鼠,sōngshǔ
再审,zàishěn
但凡,dànfán
所以然,suǒyǐrán
不能自拔,bùnéng-zìbá
雷厉风行,léilì-fēngxíng
三五成群,sānwǔ-chéngqún
一蹶不振,yījué-bùzhèn
群小,qúnxiǎo
寿辰,shòuchén
尽兴,jìnxìng
幻灭,huànmiè
补选,bǔxuǎn
生物制品,shēngwù zhìpǐn
逃之夭夭,táozhī-yāoyāo
望而生畏,wàng'érshēngwèi
次第,cìdì
教唆,jiàosuō
笔谈,bǐtán
重油,zhòngyóu
制式,zhìshì
天干,tiāngān
卵子,luǎnzi
卵子,luǎnzǐ
殷殷,yīnyīn
惯常,guàncháng
胜景,shèngjǐng
钻孔,zuānkǒng
舍身,shěshēn
芒种,mángzhòng
油门,yóumén
顶层,dǐngcéng
运动服,yùndòngfú
高寿,gāoshòu
阴冷,yīnlěng
拟议,nǐyì
没命,méimìng
残片,cánpiàn
指令性计划,zhǐlìngxìng jìhuà
放活,fànghuó
王法,wángfǎ
空房,kōngfáng
将门,jiàngmén
暇时,xiáshí
险段,xiǎnduàn
崽子,zǎizi
人才济济,réncái-jǐjǐ
恩情,ēnqíng
变速,biànsù
失礼,shīlǐ
梆子,bāngzi
乐此不疲,lècǐ-bùpí
钢筋混凝土,gāngjīn hùnníngtǔ
变本加厉,biànběn-jiālì
鞭打,biāndǎ
命案,mìng'àn
气色,qìsè
胸腔,xiōngqiāng
号子,hàozi
红旗手,hóngqíshǒu
痛定思痛,tòngdìng-sītòng
郁金香,yùjīnxiāng
原动力,yuándònglì
宣传画,xuānchuánhuà
发迹,fājì
墙面,qiángmiàn
塔林,tǎlín
褂子,guàzi
冷库,lěngkù
不成文,bùchéngwén
保险柜,bǎoxiǎnguì
跨学科,kuàxuékē
单杠,dāngàng
存取,cúnqǔ
传唤,chuánhuàn
官办,guānbàn
想当然,xiǎngdāngrán
文艺批评,wényì pīpíng
一往情深,yīwǎng-qíngshēn
化为乌有,huàwéi-wūyǒu
开窍,kāiqiào
薄利,bólì
摈弃,bìnqì
兵车,bīngchē
特许经营,tèxǔ jīngyíng
吟诵,yínsòng
二老,èrlǎo
悲怆,bēichuàng
盒饭,héfàn
他伤,tāshāng
远虑,yuǎnlǜ
散漫,sǎnmàn
后手,hòushǒu
拐骗,guǎipiàn
红糖,hóngtáng
抬价,táijià
有机化合物,yǒujī huàhéwù
铁窗,tiěchuāng
直肠,zhícháng
豆浆,dòujiāng
不独,bùdú
垂涎,chuíxián
上溯,shàngsù
伶仃,língdīng
地铺,dìpù
红柳,hóngliǔ
花红,huāhóng
农忙,nóngmáng
工笔,gōngbǐ
手印,shǒuyìn
骨气,gǔqì
油条,yóutiáo
窝藏,wōcáng
乐观主义,lèguān zhǔyì
瞠目结舌,chēngmù-jiéshé
贫铀弹,pínyóudàn
谋害,móuhài
帷幄,wéiwò
艳阳,yànyáng
分兵,fēnbīng
慢条斯理,màntiáo-sīlǐ
细胞移植,xìbāo yízhí
花样游泳,huāyàng yóuyǒng
科学社会主义,kēxué shèhuì zhǔyì
飘摇,piāoyáo
狂澜,kuánglán
稽核,jīhé
银质,yínzhì
淡然,dànrán
走火,zǒuhuǒ
名状,míngzhuàng
团建,tuánjiàn
再保险,zàibǎoxiǎn
暂定,zàndìng
岗哨,gǎngshào
鼓手,gǔshǒu
行船,xíngchuán
受累,shòulèi
受累,shòulěi
嫣然,yānrán
沉湎,chénmiǎn
血肉之躯,xuèròuzhīqū
败露,bàilù
收兵,shōubīng
行色,xíngsè
谢罪,xièzuì
联合收割机,liánhé shōugējī
酒量,jiǔliàng
地宫,dìgōng
离世,líshì
宫颈,gōngjǐng
主打,zhǔdǎ
月相,yuèxiàng
追星,zhuīxīng
提货,tíhuò
断交,duànjiāo
亲事,qīnshì
分送,fēnsòng
无政府主义,wúzhèngfǔ zhǔyì
团队精神,tuánduì jīngshén
耳闻目睹,ěrwén-mùdǔ
苦口婆心,kǔkǒu-póxīn
锅盖,guōgài
后辈,hòubèi
正色,zhèngsè
问鼎,wèndǐng
大解,dàjiě
畅游,chàngyóu
受邀,shòuyāo
熔炉,rónglú
策马,cèmǎ
就位,jiùwèi
影碟,yǐngdié
纳新,nàxīn
修造,xiūzào
白细胞,báixìbāo
对光,duìguāng
先祖,xiānzǔ
恒定,héngdìng
等第,děngdì
脱产,tuōchǎn
附庸,fùyōng
陪审员,péishěnyuán
旧貌,jiùmào
子书,zǐshū
口形,kǒuxíng
径流,jìngliú
清亮,qīngliàng
徒有,túyǒu
交办,jiāobàn
狡诈,jiǎozhà
养性,yǎngxìng
留影,liúyǐng
剥削阶级,bōxuē jiējí
修葺,xiūqì
坚忍,jiānrěn
蚕桑,cánsāng
氢弹,qīngdàn
诚服,chéngfú
古旧,gǔjiù
埋设,máishè
鬼祟,guǐsuì
精粹,jīngcuì
脂粉,zhīfěn
贵客,guìkè
草签,cǎoqiān
殉难,xùnnàn
同宗,tóngzōng
孤儿院,gū'éryuàn
反弹道导弹,fǎndàndào dǎodàn
上山下乡,shàngshān-xiàxiāng
同甘共苦,tónggān-gòngkǔ
愁眉苦脸,chóuméi-kǔliǎn
刷卡,shuākǎ
眼窝,yǎnwō
羔羊,gāoyáng
拆卸,chāixiè
发端,fāduān
涤纶,dílún
绿茵场,lǜyīnchǎng
年夜饭,niányèfàn
姨太太,yítàitai
有悖于,yǒubèiyú
同盟会,tóngménghuì
讲习,jiǎngxí
驱除,qūchú
管束,guǎnshù
喧天,xuāntiān
自傲,zì'ào
批零,pīlíng
恶战,èzhàn
姨父,yífu
公设,gōngshè
称快,chēngkuài
梳子,shūzi
调遣,diàoqiǎn
要义,yàoyì
俗气,súqi
析出,xīchū
击发,jīfā
案卷,ànjuàn
日志,rìzhì
虚设,xūshè
岌岌,jíjí
求之不得,qiúzhī-bùdé
脱逃,tuōtáo
健身器,jiànshēnqì
通讯网,tōngxùnwǎng
歧义,qíyì
条令,tiáolìng
护栏,hùlán
比试,bǐshi
下船,xiàchuán
方始,fāngshǐ
助力,zhùlì
午前,wǔqián
溺水,nìshuǐ
内室,nèishì
蓬松,péngsōng
狂笑,kuángxiào
油烟,yóuyān
吞声,tūnshēng
口齿,kǒuchǐ
浇筑,jiāozhù
进占,jìnzhàn
人工智能,réngōng zhìnéng
顾名思义,gùmíng-sīyì
打探,dǎtàn
柳暗花明,liǔ'àn-huāmíng
小家庭,xiǎojiātíng
一言一行,yīyán-yīxíng
家严,jiāyán
范式,fànshì
异想天开,yìxiǎng-tiānkāi
俗人,súrén
鱼池,yúchí
所剩无几,suǒshèng-wújǐ
翻山越岭,fānshān-yuèlǐng
失之交臂,shīzhī-jiāobì
可有可无,kěyǒu-kěwú
纵情,zòngqíng
暗算,ànsuàn
肿大,zhǒngdà
继母,jìmǔ
软科学,ruǎnkēxué
清纯,qīngchún
整人,zhěngrén
粉刷,fěnshuā
座次,zuòcì
矿床,kuàngchuáng
观礼,guānlǐ
床沿,chuángyán
木然,mùrán
公尺,gōngchǐ
