rank,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
3569,诠,quán,,,动,〈文〉 解释；详细说明（道理等） 诠 释 | 诠 注 | 诠 说 道理；事理 真 诠,
3570,肽,tài,,,名,有机化合物，由一个氨基酸分子中的氨基与另一氨基酸分子中的羧基缩合脱水而成,
3571,梓,zǐ,,,名,梓树，落叶乔木，开黄白色花。木材轻软耐朽，可制作家具、乐器或作建筑材料；皮和种子可以做药材,
3571,梓,zǐ,,,名,〈文〉故乡的代称,乡 梓
3571,梓,zǐ,,,名,〈文〉故乡的代称,桑 梓
3571,梓,zǐ,,,动,〈文〉刻版；刻版印刷。以梓木为最好的刻版材料，故称,付 梓
3571,梓,zǐ,,,动,〈文〉刻版；刻版印刷。以梓木为最好的刻版材料，故称,梓 行（xíng） 。
3572,札,zhá,,,名,古代写字用的小木片,笔 札
3572,札,zhá,,,名,书信,书 札
3572,札,zhá,,,名,书信,信 札
3572,札,zhá,,,名,书信,手 札
3572,札,zhá,,,名,旧时的一种公文,奏 札
3572,札,zhá,,,名,旧时的一种公文,札 子
3572,札,zhá,,,名,笔记,札 记
3573,摒,bìng,,,,义同“屏（bǐng）”①,
3575,莞,guǎn,,,,用于地名。如东莞，在广东,
3575,莞,wǎn,,,,形容微笑的样子,相顾 莞尔
3575,莞,wǎn,,,,形容微笑的样子,莞尔 一笑
3575,莞,wǎn'ěr,,,,形容微笑的样子,相顾 莞尔
3575,莞,wǎn'ěr,,,,形容微笑的样子,莞尔 一笑
3576,淖,nào,,,名,〈文〉 烂泥；泥沼,泥 淖
3577,驭,yù,,,动,驱使车马,驭 手
3577,驭,yù,,,动,驱使车马,驾 驭
3577,驭,yù,,,动,控制；支配,以简 驭 繁
3578,镍,niè,,,名,金属元素，符号 Ni。银白色，质坚韧，有磁性和良好的延展性，在空气中不氧化。用于电镀及制造不锈钢和其他各种精密合金；也用于制造蓄电池和硬币等,
3579,樊,fán,,,名,〈文〉篱笆,樊 篱
3579,樊,fán,,,名,○ 姓,
3580,膳,shàn,,,名,饭食,用 膳
3580,膳,shàn,,,名,饭食,膳 费
3580,膳,shàn,,,名,饭食,膳 食
3582,柯,kē,,,名,〈文〉 斧头的柄 ○ 草木的枝茎 茎 柯 ○ 姓,
3583,镯,zhuó,,,名,镯子,手 镯
3583,镯,zhuó,,,名,镯子,脚 镯
3583,镯,zhuó,,,名,镯子,玉 镯
3584,颌,hé,,,名,由骨头和肌肉组织构成的口腔的上部和下部。上部称上颌，下部称下颌,上 颌
3584,颌,hé,,,名,由骨头和肌肉组织构成的口腔的上部和下部。上部称上颌，下部称下颌,下 颌
3585,莎,shā,,,,用于地名、人名。如莎车（chē），在新疆,
3585,莎,shā,,,名,○ 姓,
3585,莎,suō,莎草,suōcǎo,名,香附子,
3585,莎,suō,莎草,suōcǎo,,另见 shā,
3586,嫣,yān,,,形,女子容貌美好,嫣 然一笑
3586,嫣,yān,,,形,颜色鲜艳,姹紫 嫣 红
3588,峪,yù,,,名,山谷（多用于地名）,峪 口
3588,峪,yù,,,名,山谷（多用于地名）,慕田 峪 （在北京）
3588,峪,yù,,,名,山谷（多用于地名）,嘉 峪 关（在甘肃） 。
3589,釜,fǔ,,,名,古代一种用来蒸煮食物的炊具，铜制或陶制，小口大腹，无足,釜 底抽薪
3589,釜,fǔ,,,名,古代一种用来蒸煮食物的炊具，铜制或陶制，小口大腹，无足,破 釜 沉舟
3589,釜,fǔ,,,名,古代一种量器，容量为六斗四升,
3591,搐,chù,,,动,（肌肉）不自主地收缩,抽 搐
3591,搐,chù,,,动,（肌肉）不自主地收缩,搐 动
3592,忡,chōng,,,形,形容忧愁不安,
3593,抉,jué,,,动,〈文〉挖出；剜出,抉 目
3593,抉,jué,,,动,挑选,抉 择
3595,柚,yòu,,,名,常绿乔木，叶子大而厚；叶翼大，呈心脏形。开白花。果实也叫柚，圆形或梨形，皮黄色或橙色，是常见水果。花、叶、果皮均可提制芳香油。通称柚子,
3595,柚,yóu,柚木,yóumù,名,落叶大乔木，叶大，卵形或椭圆形，背面密布灰黄色星状毛，花白色，有香味，核果略呈球形。木材暗褐色，坚硬耐久，纹理美观，适宜造车、船、桥梁、家具等,
3595,柚,yóu,柚木,yóumù,,另见 yòu,
3596,毋,wú,,,副,〈文〉表示禁止或劝阻，相当于“不要” “不可”,临财 毋 苟得，临难 毋 苟免
3596,毋,wú,,,副,〈文〉表示禁止或劝阻，相当于“不要” “不可”,宁缺 毋 滥
3596,毋,wú,,,名,○ 姓,
3597,媲,pì,,,动,比得上,媲 美
3598,妾,qiè,,,名,旧时男子除正妻以外另娶的女子,一妻一 妾
3598,妾,qiè,,,名,旧时男子除正妻以外另娶的女子,纳 妾
3598,妾,qiè,,,名,古时女子的谦称,妾 身
3599,麓,lù,,,名,山脚,山 麓
3599,麓,lù,,,名,山脚,天山南 麓
3600,邃,suì,,,形,（空间、时间）深远,深 邃 的峡谷
3600,邃,suì,,,形,（学问或理论）精深,精 邃
3602,霆,tíng,,,名,迅急而猛烈的雷,雷 霆
3603,瞥,piē,,,动,目光很快地掠过,瞥 了他一眼
3603,瞥,piē,,,动,目光很快地掠过,瞥 见
3603,瞥,piē,,,动,目光很快地掠过,一 瞥
3604,忏,chàn,,,动,为所犯的过失而悔恨,忏 悔
3604,忏,chàn,,,动,僧人或道士代人忏悔,拜 忏
3604,忏,chàn,,,名,僧人或道士代人忏悔时所念的经文。如《玉皇忏》,
3605,懿,yì,,,形,〈文〉 （德行等）美好,懿 德
3605,懿,yì,,,形,〈文〉 （德行等）美好,懿 行
3606,篆,zhuàn,,,名,篆书,真草隶 篆
3606,篆,zhuàn,,,名,篆书,大 篆
3606,篆,zhuàn,,,名,篆书,小 篆
3606,篆,zhuàn,,,动,〈文〉用篆字书写,篆 额
3606,篆,zhuàn,,,名,○ 〈文〉指印章或名字,接 篆 （接印）
3606,篆,zhuàn,,,名,○ 〈文〉指印章或名字,台 篆 （对别人名字的敬称） 。
3607,锂,lǐ,,,名,金属元素，符号 Li。银白色，是最轻的金属，化学性质活泼。在原子能工业中有重要用途,
3608,惬,qiè,,,形,心里满足；畅快,惬 心
3608,惬,qiè,,,形,心里满足；畅快,惬 意
3608,惬,qiè,,,形,〈文〉恰当,词 惬 意当
3609,韬,tāo,,,名,〈文〉 弓套或剑套 隐藏 韬 光养晦 | 韬 声匿迹 ○ 用兵的谋略 韬 略 用法说明 右边是“舀（yǎo）”，不是“臽”,
3610,苓,líng,,,名,见“ 茯（fú）苓 ” ○ 姓 用法说明 跟“芩（qín）”不同,
3611,沌,zhuàn,,,,用于地名。如：沌河，水名；沌口、沌阳，地名。均在湖北,
3612,啕,táo,,,,见“ 号（háo）啕 ”,
3613,挛,luán,,,动,（手脚）弯曲不能伸开,挛 缩
3613,挛,luán,,,动,（手脚）弯曲不能伸开,痉 挛
3613,挛,luán,,,动,（手脚）弯曲不能伸开,拘 挛
3614,戮,lù,,,动,杀,杀 戮
3615,陇,lǒng,,,名,陇山，山名，在甘肃和陕西交界的地方,
3615,陇,lǒng,,,名,甘肃的别称,陇 海铁路
3615,陇,lǒng,,,名,甘肃的别称,陇 西高原
3616,渎,dú,,,名,〈文〉 沟渠,沟 渎
3616,渎,dú,,,动,侮慢；对人不尊敬,亵 渎
3616,渎,dú,,,动,侮慢；对人不尊敬,渎 犯
3616,渎,dú,,,动,侮慢；对人不尊敬,渎 职
3617,嗣,sì,,,动,〈文〉继承；接续,嗣 国
3617,嗣,sì,,,动,〈文〉继承；接续,嗣 位
3617,嗣,sì,,,名,继承人；子孙后代,后 嗣
3617,嗣,sì,,,名,继承人；子孙后代,子 嗣
3618,焖,mèn,,,动,烹调方法，把食物放在锅里，加少量的水，扣紧锅盖，用文火慢煮，使物熟汤干,焖 扁豆
3618,焖,mèn,,,动,烹调方法，把食物放在锅里，加少量的水，扣紧锅盖，用文火慢煮，使物熟汤干,黄 焖 鸡翅
3620,甄,zhēn,,,动,考察；鉴别,甄 审
3620,甄,zhēn,,,动,考察；鉴别,甄 别
3620,甄,zhēn,,,名,○ 姓,
3621,惚,hū,,,,见“ 恍惚 ”,
3622,榻,tà,,,名,狭长的矮床；泛指床,竹 榻
3622,榻,tà,,,名,狭长的矮床；泛指床,卧 榻
3622,榻,tà,,,名,狭长的矮床；泛指床,病 榻
3623,亵,xiè,,,动,〈文〉不庄重地亲近,亵 宠
3623,亵,xiè,,,形,轻慢不恭,亵 渎
3623,亵,xiè,,,形,轻慢不恭,亵 慢
3623,亵,xiè,,,形,淫秽的,亵 语
3623,亵,xiè,,,形,淫秽的,猥 亵
3624,锭,dìng,,,名,旧时作货币用的浇铸成形的金块、银块,金 锭
3624,锭,dìng,,,名,旧时作货币用的浇铸成形的金块、银块,银 锭
3624,锭,dìng,,,名,锭状的东西（多指金属或药物）,钢 锭
3624,锭,dìng,,,名,锭状的东西（多指金属或药物）,铝 锭
3624,锭,dìng,,,名,锭状的东西（多指金属或药物）,至宝 锭 （中成药名） 。
3624,锭,dìng,,,,量用于锭状物,一 锭 银子
3624,锭,dìng,,,,量用于锭状物,两 锭 墨
3624,锭,dìng,,,名,○ 纺纱机上绕纱的机件,纱 锭
3625,炙,zhì,,,动,烤,炙 手可热
3625,炙,zhì,,,名,烤熟的肉食,脍 炙 人口
3625,炙,zhì,,,名,烤熟的肉食,残羹冷 炙
3625,炙,zhì,,,动,中药制法，把药材与汁液辅料同炒，使辅料渗入药材,蜜 炙
3625,炙,zhì,,,动,中药制法，把药材与汁液辅料同炒，使辅料渗入药材,炙 甘草
3625,炙,zhì,,,名,○ 姓,
3626,瑛,yīng,,,名,〈文〉 像玉的美石,
3627,咔,kǎ,,,,音译用字，用于“咔叽” “咔唑”等,
3628,峙,shì,,,,用于地名。如繁峙，在山西,
3628,峙,zhì,,,动,高高地直立；屹立,对 峙
3628,峙,zhì,,,动,高高地直立；屹立,耸 峙
3628,峙,zhì,,,动,高高地直立；屹立,峙 立
3630,坂,bǎn,,,名,〈文〉 山坡；斜坡,坂 上走丸（比喻迅速）
3630,坂,bǎn,,,名,〈文〉 山坡；斜坡,岭 坂
3630,坂,bàn,,,名,某些地区指粪肥,猪栏 坂
3633,奚,xī,,,代,〈文〉指处所或事物，表示疑问，相当于“哪里” “什么” “为什么”,奚 以知其然也?
3633,奚,xī,,,代,〈文〉指处所或事物，表示疑问，相当于“哪里” “什么” “为什么”,此 奚 疾哉?
3633,奚,xī,,,代,〈文〉指处所或事物，表示疑问，相当于“哪里” “什么” “为什么”,子 奚 不为政?
3633,奚,xī,,,名,○ 姓,
3634,眺,tiào,,,动,往远处看,远 眺
3634,眺,tiào,,,动,往远处看,眺 望
3635,遐,xiá,,,形,遥远，空间距离长,遐 迩闻名
3635,遐,xiá,,,形,长久，时间距离长,遐 年
3635,遐,xiá,,,形,长久，时间距离长,遐 寿
3635,遐,xiá,,,名,○ 姓,
3636,丞,chéng,,,动,辅佐；帮助,丞 相
3636,丞,chéng,,,名,古代辅助主要官员做事的官吏,府 丞
3637,琪,qí,,,名,〈文〉美玉,
3637,琪,qí,,,名,○ 姓,
3638,瞌,kē,,,动,由于困倦而想睡,瞌 睡
3639,靓,liàng,,,形,某些地区指漂亮,靓 女
3639,靓,liàng,,,形,某些地区指漂亮,靓 仔（zǎi）
3640,娩,miǎn,,,动,妇女生孩子,分 娩
3640,娩,miǎn,,,动,妇女生孩子,娩 出
3641,痔,zhì,,,名,痔疮,内 痔
3641,痔,zhì,,,名,痔疮,外 痔
3642,踹,chuài,,,动,踩；踏,不小心一脚 踹 在泥里 。
3642,踹,chuài,,,动,用脚掌向外猛然用力,踹 了他一脚
3643,躇,chú,,,,见“ 踌（chóu）躇 ”,
3645,猝,cù,,,副,突然,猝 不及防
3645,猝,cù,,,副,突然,猝 死
3646,怅,chàng,,,形,失望；失意,怅 怅 不乐
3646,怅,chàng,,,形,失望；失意,惆 怅
3646,怅,chàng,,,形,失望；失意,怅 惘
3648,邂,xiè,,,,事先没有相约而遇见,途中 邂逅 故友
3648,邂,xièhòu,,,,事先没有相约而遇见,途中 邂逅 故友
3649,韦,wéi,,,名,〈文〉 去毛后经过熟制的兽皮 韦 索 皮带；皮绳 佩 韦 ○ 姓 用法说明 统读 wéi，不读 wěi,
3650,亨,hēng,,,形,通达；顺利,亨 通
3650,亨,hēng,,,名,○ 姓,
3650,亨,hēng,,,量,亨利的简称,
3651,姬,jī,,,名,〈文〉古代对妇女的美称,秦 姬 越女
3651,姬,jī,,,名,〈文〉妾,姬 妾
3651,姬,jī,,,名,〈文〉歌女；舞女,名 姬
3651,姬,jī,,,名,○ 姓,
3652,芊,qiān,,,,见下。 芊绵 芊芊,
3653,兀,wū,,,,现在一般写作“乌涂”,
3653,兀,wūtu,,,,现在一般写作“乌涂”,
3654,攘,rǎng,,,动,〈文〉 排斥；抵御 攘 除 | 攘 外 抢夺 攘 夺 ○ 捋起（袖子） 攘 臂 用法说明 统读 rǎng，不读 ráng,
3655,殆,dài,,,形,〈文〉 危险 知己知彼，百战不 殆 | 危 殆 几乎；差不多 敌人被歼 殆 尽,
3656,鹭,lù,,,名,鸟，体型多高大瘦削，嘴直而尖，颈和腿较长。常活动于水边，捕食鱼、蛙及水生昆虫。种类很多，常见的有白鹭、苍鹭等,
3657,毓,yù,,,动,〈文〉 生养；养育,钟灵 毓 秀
3658,褶,zhě,,,名,衣服等经折叠挤压而形成的痕迹,衣服压得尽是 褶 儿
3658,褶,zhě,,,名,衣服等经折叠挤压而形成的痕迹,一道 褶 儿
3658,褶,zhě,,,名,衣服等经折叠挤压而形成的痕迹,百 褶 裙
3658,褶,zhě,,,名,脸上的皱纹,脸上一点 褶 儿 都没有 。
3659,痫,xián,,,,见“ 癫（diān）痫 ”,
3660,磋,cuō,,,动,〈文〉把象牙磨制成器物；磨光,
3660,磋,cuō,,,动,反复研究讨论,切 磋
3660,磋,cuō,,,动,反复研究讨论,磋 商
3661,钰,yù,,,名,〈文〉 珍宝,
3662,遁,dùn,,,动,逃跑；躲避,逃 遁
3662,遁,dùn,,,动,逃跑；躲避,遁 词
3662,遁,dùn,,,动,指隐居，逃避社会而居住在偏僻的地方,遁 迹
3662,遁,dùn,,,动,指隐居，逃避社会而居住在偏僻的地方,隐 遁
3663,袒,tǎn,,,动,脱掉或敞开上衣，露出（身体的上部）,袒 胸露怀
3663,袒,tǎn,,,动,脱掉或敞开上衣，露出（身体的上部）,袒 露
3663,袒,tǎn,,,动,袒护,偏 袒
3664,拚,pàn,,,动,舍弃；不顾一切地争斗,拚 死
3664,拚,pàn,,,动,舍弃；不顾一切地争斗,拚 命
3664,拚,pīn,,,,同 “拼2” 现在一般写作“拼”,
3665,踌,chóu,,,,见下。 踌躇 踌躇不前 踌躇满志,
3666,煜,yù,,,动,〈文〉 照耀,
3668,飓,jù,飓风,jùfēng,名,古代指海上强烈的风暴,
3668,飓,jù,飓风,jùfēng,名,气象学上旧指12级风,
3668,飓,jù,飓风,jùfēng,名,发生在北大西洋、墨西哥湾、加勒比海和北太平洋东部的热带气旋,
3669,岱,dài,,,名,泰山的别称,
3669,岱,dài,,,名,○ 姓,
3670,侃,kǎn,,,形,〈文〉理直气壮，从容不迫,侃 然
3670,侃,kǎn,,,形,〈文〉理直气壮，从容不迫,侃 侃 而谈
3670,侃,kǎn,,,动,○ 用言语戏弄；调笑,调（tiáo） 侃 。
3670,侃,kǎn,,,动,○ 〈口〉闲扯；聊天,两人神 侃 一通
3672,瞰,kàn,,,动,俯视，从高处向下看,俯 瞰
3672,瞰,kàn,,,动,俯视，从高处向下看,鸟 瞰
3672,瞰,kàn,,,动,〈文〉 窥视,瞰 暇伺隙
3673,麟,lín,,,名,〈文〉指麒麟,
3673,麟,lín,,,名,○ 姓,
3674,咎,jiù,,,名,罪责；过失,引 咎 辞职
3674,咎,jiù,,,名,罪责；过失,归 咎
3674,咎,jiù,,,动,追究罪过；责备,既往不 咎
3674,咎,jiù,,,动,追究罪过；责备,自 咎
3674,咎,jiù,,,名,○ 〈文〉灾祸；凶,休 咎 （吉凶）
3675,漩,xuán,,,名,水流旋转形成的圆窝,溪水在岩石间打 漩
3675,漩,xuán,,,名,水流旋转形成的圆窝,漩 涡
3676,炯,jiǒng,,,形,〈文〉 明亮,
3677,飙,biāo,,,名,疾风,狂 飙
3677,飙,biāo,,,名,疾风,飙 风
3678,烬,jìn,,,名,物体燃烧后剩下的东西,余 烬
3678,烬,jìn,,,名,物体燃烧后剩下的东西,灰 烬
3678,烬,jìn,,,名,物体燃烧后剩下的东西,烛 烬
3680,昊,hào,,,名,〈文〉 广阔的天,昊 空
3680,昊,hào,,,名,〈文〉 广阔的天,苍 昊
3680,昊,hào,,,名,〈文〉 广阔的天,昊 天
3681,斓,lán,,,,见“ 斑斓 ”,
3683,忑,tè,,,,见“ 忐（tǎn）忑 ”,
3684,苯,běn,,,名,碳氢化合物，无色液体，气味芳香，容易挥发和燃烧，蒸气有毒。可以做燃料、溶剂和香料，也是制造合成树脂和农药的重要原料,
3685,璋,zhāng,,,名,古代一种长条形板状玉器，像半个圭，用作礼器,
3686,褚,chǔ,,,名,姓,
3687,哽,gěng,,,动,食物堵塞咽喉；噎,慢点 儿 吃，别 哽 着 。
3687,哽,gěng,,,动,因感情激动而声气阻塞,哽 咽
3687,哽,gěng,,,动,因感情激动而声气阻塞,哽 塞
3688,佼,jiǎo,,,形,佼佼,
3688,佼,jiǎo,,,形,○ 美好,佼 好
3689,孰,shú,,,代,〈文〉 指人或事物，作句子或分句的主语，表示询问或反问，相当于“谁” “什么”等 人非圣贤， 孰 能无过 | 是可忍， 孰 不可忍? 前面有主语时，表示选择，相当于“谁” “哪个”等 吾与徐公 孰 美? ○ 姓,
3690,溴,xiù,,,名,非金属元素，符号 Br。红褐色液体，有刺激性气味，化学性质较活泼，有强烈的腐蚀性。在染料、医药、摄影、制冷等行业中有重要用途,
3692,渭,wèi,,,名,渭河，水名，发源于甘肃，流经陕西入黄河,
3693,唢,suǒ,唢呐,suǒnà,名,管乐器，形状像喇叭，管身正面有7个孔，背面1个孔，发音响亮,
3694,龈,yín,,,名,牙龈。通称牙床,
3696,黝,yǒu,,,形,淡黑；黑,黝 黑
3696,黝,yǒu,,,形,淡黑；黑,黝 黯
3697,炖,dùn,,,动,烹调方法，把食物（多指肉类）用小火煮得烂熟,把肉 炖 一下
3697,炖,dùn,,,动,烹调方法，把食物（多指肉类）用小火煮得烂熟,炖 排骨
3697,炖,dùn,,,动,烹调方法，把食物（多指肉类）用小火煮得烂熟,清 炖
3697,炖,dùn,,,动,把盛在容器里的东西连容器一起放在热水里，使变热,炖 酒
3697,炖,dùn,,,动,把盛在容器里的东西连容器一起放在热水里，使变热,炖 药
3698,喵,miāo,,,拟声,模拟猫叫的声音,小猫 喵 喵 叫
3699,潦,lǎo,,,形,雨水大,潦 雨
3699,潦,lǎo,,,名,雨后的积水,积 潦
3700,惺,xīng,,,形,〈文〉 清醒；聪明,惺 悟（醒悟）
3701,芷,zhǐ,,,名,见“ 白芷 ” ○ 姓,
3702,隽,juàn,,,形,〈文〉（言论、诗文）意味深长,隽 永
3702,隽,juàn,,,名,○ 姓,
3703,辄,zhé,,,副,〈文〉 表示后一行为紧接着前一行为发生，相当于“就” 浅尝 辄 止 表示同一行为多次重复，相当于“往往” “总是” 动 辄 得咎 用法说明 右边是“耴”，不是“取”,
3705,觑,qù,,,动,〈文〉 看,面面相 觑
3705,觑,qù,,,动,〈文〉 看,冷眼相 觑
3705,觑,qù,,,动,〈文〉 看,小 觑
3705,觑,qù,,,动,〈文〉 看,觑 探
3706,俑,yǒng,,,名,古代殉葬用的人形或兽形物，多为木制或陶制,秦 俑
3706,俑,yǒng,,,名,古代殉葬用的人形或兽形物，多为木制或陶制,兵马 俑
3706,俑,yǒng,,,名,古代殉葬用的人形或兽形物，多为木制或陶制,木 俑
3706,俑,yǒng,,,名,古代殉葬用的人形或兽形物，多为木制或陶制,陶 俑
3706,俑,yǒng,,,名,古代殉葬用的人形或兽形物，多为木制或陶制,始作 俑 者
3707,惮,dàn,,,动,畏惧；害怕,肆无忌 惮
3708,兮,xī,,,助,〈文〉用在句尾或句中，表示感叹或起舒缓语气的作用，类似现代汉语中的语气助词“啊”,彼君子 兮 ，不素餐 兮
3708,兮,xī,,,助,〈文〉用在句尾或句中，表示感叹或起舒缓语气的作用，类似现代汉语中的语气助词“啊”,魂 兮 归来
3708,兮,xī,,,名,○ 姓,
3710,遛,liù,,,动,慢步走；随便走走,遛 大街
3710,遛,liù,,,动,慢步走；随便走走,出去 遛 了一趟
3710,遛,liù,,,动,牵着牲畜或提着鸟笼慢步走,遛 马
3710,遛,liù,,,动,牵着牲畜或提着鸟笼慢步走,遛 鸟
3711,谏,jiàn,,,动,直言劝告（一般用于下对上）,进 谏
3711,谏,jiàn,,,动,直言劝告（一般用于下对上）,兵 谏
3711,谏,jiàn,,,动,直言劝告（一般用于下对上）,谏 官（古代专门规劝皇帝的官） 。
3713,潸,shān,,,形,〈文〉 形容流泪的样子,潸 然
3714,蕙,huì,,,名,香草名，香味浓郁。古人常用它来避疫,
3714,蕙,huì,,,名,○ 指蕙兰,
3714,蕙,huì,,,名,○ 姓,
3715,伎,jì,,,名,技巧；本领,伎 俩
3715,伎,jì,,,名,古代称表演技艺的女子,歌 伎
3715,伎,jì,,,名,古代称表演技艺的女子,舞 伎
3716,腆,tiǎn,,,形,〈文〉丰厚；丰盛,不 腆 之田
3716,腆,tiǎn,,,形,〈文〉丰厚；丰盛,肴馔甚 腆
3716,腆,tiǎn,,,动,○ 〈口〉凸起或挺出,腆 着肚子
3716,腆,tiǎn,,,动,○ 〈口〉凸起或挺出,腆 着胸脯
3719,踞,jù,,,动,〈文〉蹲或坐,虎 踞 龙盘
3719,踞,jù,,,动,〈文〉蹲或坐,踞 坐
3719,踞,jù,,,动,占据,久 踞 山寨
3719,踞,jù,,,动,占据,盘 踞
3720,臧,zāng,,,形,〈文〉 好；善 谋国不 臧 褒扬；称赞 臧 否人物 ○ 姓 用法说明 ㊀不读 zàng。㊁笔顺是 ，14画,
3721,瘠,jí,,,形,瘦,枯 瘠
3721,瘠,jí,,,形,瘦,瘠 瘦
3721,瘠,jí,,,形,不肥沃,瘠 薄
3721,瘠,jí,,,形,不肥沃,贫 瘠
3722,嗤,chī,,,动,讥笑,嗤 之以鼻
3722,嗤,chī,,,动,讥笑,嗤 笑
3723,嘈,cáo,,,形,（声音）杂乱,嘈 杂
3724,悚,sǒng,,,动,恐惧；害怕,令人震 悚
3724,悚,sǒng,,,动,恐惧；害怕,悚 惧
3725,踵,zhǒng,,,名,脚跟,摩肩接 踵
3725,踵,zhǒng,,,名,脚跟,接 踵 而至
3725,踵,zhǒng,,,名,脚跟,旋 踵
3725,踵,zhǒng,,,动,〈文〉追随；继承,踵 步
3725,踵,zhǒng,,,动,〈文〉追随；继承,踵 武（武：足迹，泛指脚步）
3725,踵,zhǒng,,,动,〈文〉追随；继承,踵 事增华
3725,踵,zhǒng,,,动,〈文〉到；亲自到,踵 门
3725,踵,zhǒng,,,动,〈文〉到；亲自到,踵 谢
3726,曜,yào,,,名,〈文〉 阳光 日出有 曜 照耀 明月 曜 夜 指太阳、月亮和星辰 七 曜 （日、月和金、木、水、火、土五星的合称） 用法说明 统读 yào，不读 yuè,
3728,燎,liǎo,,,动,靠近火而被烧焦,头发让火 燎 了一大片
3728,燎,liǎo,,,动,靠近火而被烧焦,烟熏火 燎
3728,燎,liáo,,,动,蔓延燃烧,放火 燎 荒
3728,燎,liáo,,,动,蔓延燃烧,星火 燎 原
3728,燎,liáo,,,动,烫,燎 泡
3729,沓,dá,,,量,用于叠在一起的纸张等较薄的东西,一 沓 报纸
3729,沓,dá,,,量,用于叠在一起的纸张等较薄的东西,一 沓 一 沓 码整齐
3729,沓,tà,,,形,重复；繁多,纷至 沓 来
3729,沓,tà,,,形,重复；繁多,杂 沓
3731,纭,yún,,,形,形容多而杂乱,纷 纭
3731,纭,yún,,,形,形容多而杂乱,纭 纭
3732,诛,zhū,,,动,指责；惩罚,口 诛 笔伐
3732,诛,zhū,,,动,○ 杀死,天 诛 地灭
3733,氟,fú,,,名,非金属元素，符号F。浅黄绿色气体，味臭，有毒，腐蚀性极强，是非金属中最活泼的元素。是制造特种塑料、橡胶和冷冻剂的原料,
3735,葩,pā,,,名,〈文〉 花,奇 葩
3735,葩,pā,,,名,〈文〉 花,阆（làng）苑仙 葩 。
3737,怦,pēng,,,拟声,模拟心跳的声音,紧张得心 怦 怦 直跳 。
3739,膺,yīng,,,名,胸,拊 膺 痛哭
3739,膺,yīng,,,名,胸,义愤填 膺
3739,膺,yīng,,,动,承当,身 膺 重任
3739,膺,yīng,,,动,承当,荣 膺 英雄称号
3740,奄,yǎn,,,动,〈文〉 覆盖 奄 有四方 ○ 忽然 奄 忽 | 奄 然 用法说明 ㊀不读 yān。㊁下边是“电”，不是“ ”,
3741,竺,zhú,,,名,见“ 天竺 ” ○ 姓,
3742,撂,liào,,,动,不经心地放；搁下,把行李 撂 在地上
3742,撂,liào,,,动,不经心地放；搁下,撂 下饭碗就走了
3742,撂,liào,,,动,不经心地放；搁下,这件事先 撂 一 撂 再说 。
3742,撂,liào,,,动,扔掉；抛弃,没用的材料都 撂 了
3742,撂,liào,,,动,扔掉；抛弃,不能 撂 下一家老小不管 。
3742,撂,liào,,,动,摔倒；弄倒,一个绊子就把他 撂 倒了
3742,撂,liào,,,动,摔倒；弄倒,一梭子子弹， 撂 倒一大片敌人 。
3743,萦,yíng,,,动,缠绕；盘绕,萦 绕
3743,萦,yíng,,,动,缠绕；盘绕,萦 怀
3744,仕,shì,,,动,〈文〉做官,出 仕
3744,仕,shì,,,动,〈文〉做官,仕 途
3744,仕,shì,,,名,○ 姓,
3745,娓,wěi,娓娓,wěiwěi,形,形容说话不知疲倦或婉转动听的样子,娓娓 道来
3745,娓,wěi,娓娓,wěiwěi,形,形容说话不知疲倦或婉转动听的样子,娓娓 动听
3746,漳,zhāng,,,名,漳河，水名，发源于山西，流入河北,
3746,漳,zhāng,,,,○ 用于地名。如漳州，在福建,
3746,漳,zhāng,,,名,○ 姓,
3747,硒,xī,,,名,非金属元素，符号 Se。导电能力随光照强度的增减而变化。可用于太阳能电池、整流器、摄像设备、光电管等,
3748,恿,yǒng,,,,见“ 怂（sǒng）恿 ”,
3749,彗,huì,,,名,〈文〉 扫帚,
3751,碉,diāo,,,名,碉堡,明 碉 暗堡
3751,碉,diāo,,,名,碉堡,碉 楼
3752,踉,liàng,踉跄,liàngqiàng,形,形容走路不稳，摇摇晃晃的样子,多喝了几杯，走路踉踉跄跄的 。
3753,涎,xián,,,名,口水；唾液,垂 涎 三尺
3753,涎,xián,,,名,口水；唾液,馋 涎 欲滴
3753,涎,xián,,,名,口水；唾液,口 涎
3754,邱,qiū,,,名,姓,
3755,矜,jīn,,,动,〈文〉怜悯；同情,矜 恤
3755,矜,jīn,,,动,〈文〉怜悯；同情,矜 惜
3755,矜,jīn,,,动,○ 〈文〉认为自己了不起,骄 矜
3755,矜,jīn,,,动,○ 〈文〉认为自己了不起,自 矜
3755,矜,jīn,,,动,○ 〈文〉认为自己了不起,矜 夸
3755,矜,jīn,,,形,○ 拘谨；慎重,矜 持
3756,蛊,gǔ,,,名,古代传说中一种由人工培育的毒虫。把许多毒虫放在器皿里互相吞食，最后剩下不死的毒虫叫蛊，可以用来害人,
3756,蛊,gǔ,,,动,迷惑；毒害,蛊 惑
3757,诋,dǐ,,,动,〈文〉 责骂；诽谤,诋 斥
3757,诋,dǐ,,,动,〈文〉 责骂；诽谤,诋 毁
3758,詹,zhān,,,名,姓,
3759,儡,lěi,,,,见“ 傀（kuǐ）儡 ”,
